Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-00134,2018-05-06,2018-05-12,Second Class,CUST-1247,Customer 4655,Consumer,United States,Philadelphia,Pennsylvania,34686,East,PROD-00134,Office Supplies,Binders,Binders Model 185,35.93,3,0.0,2.41
ORD-00135,2018-12-16,2018-12-17,Second Class,CUST-1730,Customer 4318,Consumer,United States,Nashville,Tennessee,83339,South,PROD-00135,Furniture,Chairs,Chairs Model 898,311.62,3,0.0,19.13
ORD-00136,2018-02-20,2018-02-23,First Class,CUST-3421,Customer 1557,Consumer,United States,Allentown,Pennsylvania,16574,East,PROD-00136,Technology,Phones,Phones Model 626,898.77,3,0.1,203.99
ORD-00137,2018-04-22,2018-04-23,Second Class,CUST-1417,Customer 2206,Home Office,United States,Reno,Nevada,18733,West,PROD-00137,Technology,Copiers,Copiers Model 463,1870.8,2,0.0,526.23
ORD-00138,2018-08-12,2018-08-14,Second Class,CUST-2055,Customer 4444,Consumer,United States,Salem,Oregon,60290,West,PROD-00138,Office Supplies,Paper,Paper Model 890,13.69,2,0.0,2.78
ORD-00139,2018-04-09,2018-04-12,Second Class,CUST-1368,Customer 4985,Consumer,United States,Virginia Beach,Virginia,82793,East,PROD-00139,Furniture,Tables,Tables Model 747,552.42,2,0.0,126.08
ORD-00140,2018-07-08,2018-07-11,First Class,CUST-3607,Customer 3956,Consumer,United States,Rochester,New York,46051,East,PROD-00140,Office Supplies,Paper,Paper Model 217,16.02,2,0.1,1.62
ORD-00141,2018-05-23,2018-05-27,Second Class,CUST-1108,Customer 922,Corporate,United States,Tucson,Arizona,25909,West,PROD-00141,Technology,Phones,Phones Model 934,203.93,1,0.3,22.34
ORD-00142,2018-04-12,2018-04-15,Same Day,CUST-3632,Customer 405,Corporate,United States,Los Angeles,California,99682,West,PROD-00142,Technology,Copiers,Copiers Model 120,3460.39,4,0.0,298.78
ORD-00143,2018-02-15,2018-02-18,Same Day,CUST-1839,Customer 4773,Consumer,United States,Tacoma,Washington,87338,West,PROD-00143,Furniture,Chairs,Chairs Model 471,90.19,1,0.3,22.46
ORD-00144,2018-06-02,2018-06-04,Standard Class,CUST-1418,Customer 4685,Corporate,United States,Phoenix,Arizona,83432,West,PROD-00144,Furniture,Tables,Tables Model 945,235.09,1,0.0,34.28
ORD-00145,2018-04-05,2018-04-08,Same Day,CUST-2644,Customer 1621,Home Office,United States,Detroit,Michigan,38133,Central,PROD-00145,Technology,Accessories,Accessories Model 757,49.25,2,0.0,11.48
ORD-00146,2018-05-13,2018-05-15,Standard Class,CUST-1821,Customer 2953,Consumer,United States,Paterson,New Jersey,61571,East,PROD-00146,Office Supplies,Storage,Storage Model 325,81.82,3,0.1,6.16
ORD-00147,2018-06-25,2018-06-26,First Class,CUST-2422,Customer 3119,Consumer,United States,Salem,Oregon,89062,West,PROD-00147,Office Supplies,Binders,Binders Model 933,26.78,2,0.0,8.67
ORD-00148,2018-07-23,2018-07-27,Second Class,CUST-1683,Customer 1595,Consumer,United States,Orlando,Florida,60908,South,PROD-00148,Technology,Machines,Machines Model 255,1021.3,2,0.1,97.73
ORD-00149,2018-04-22,2018-04-26,Same Day,CUST-1256,Customer 566,Corporate,United States,San Francisco,California,21278,West,PROD-00149,Furniture,Furnishings,Furnishings Model 443,174.03,3,0.0,8.99
ORD-00150,2018-04-12,2018-04-16,Standard Class,CUST-3828,Customer 4800,Consumer,United States,Columbus,Ohio,61458,Central,PROD-00150,Office Supplies,Paper,Paper Model 389,14.25,2,0.0,3.91
ORD-00151,2018-03-15,2018-03-18,First Class,CUST-1838,Customer 2869,Corporate,United States,Reno,Nevada,74265,West,PROD-00151,Furniture,Bookcases,Bookcases Model 373,1034.96,5,0.0,214.17
ORD-00152,2018-07-28,2018-07-31,Standard Class,CUST-3963,Customer 858,Corporate,United States,Saint Paul,Minnesota,66782,Central,PROD-00152,Office Supplies,Binders,Binders Model 773,66.16,5,0.0,5.13
ORD-00153,2018-11-24,2018-11-30,Second Class,CUST-3283,Customer 1285,Consumer,United States,Rochester,Minnesota,65415,Central,PROD-00153,Technology,Phones,Phones Model 478,603.91,2,0.0,198.08
ORD-00154,2018-08-07,2018-08-10,Same Day,CUST-1553,Customer 585,Home Office,United States,Tucson,Arizona,64160,West,PROD-00154,Office Supplies,Paper,Paper Model 336,15.22,2,0.0,0.99
ORD-00155,2018-08-28,2018-08-31,First Class,CUST-1181,Customer 4328,Consumer,United States,Atlanta,Georgia,64399,South,PROD-00155,Technology,Accessories,Accessories Model 453,79.33,3,0.0,22.01
ORD-00156,2018-04-09,2018-04-10,Standard Class,CUST-1157,Customer 1246,Consumer,United States,Pittsburgh,Pennsylvania,35298,East,PROD-00156,Office Supplies,Binders,Binders Model 837,10.75,1,0.0,1.5
ORD-00157,2018-06-20,2018-06-22,First Class,CUST-2478,Customer 52,Corporate,United States,Newark,New Jersey,32191,East,PROD-00157,Office Supplies,Binders,Binders Model 610,23.0,2,0.0,6.41
ORD-00158,2018-07-16,2018-07-19,Standard Class,CUST-1571,Customer 2164,Corporate,United States,Rochester,Minnesota,66964,Central,PROD-00158,Furniture,Tables,Tables Model 211,519.23,2,0.0,199.7
ORD-00159,2018-01-18,2018-01-21,Standard Class,CUST-1857,Customer 538,Consumer,United States,Miami,Florida,43092,South,PROD-00159,Office Supplies,Binders,Binders Model 466,60.06,5,0.0,3.08
ORD-00160,2018-03-25,2018-03-29,Second Class,CUST-2785,Customer 541,Home Office,United States,Cambridge,Massachusetts,99407,East,PROD-00160,Office Supplies,Appliances,Appliances Model 934,69.38,1,0.2,17.9
ORD-00161,2018-10-02,2018-10-05,Second Class,CUST-2728,Customer 815,Home Office,United States,Norfolk,Virginia,85257,East,PROD-00161,Furniture,Tables,Tables Model 502,652.87,3,0.1,66.5
ORD-00162,2018-03-08,2018-03-12,Standard Class,CUST-2048,Customer 1416,Consumer,United States,Buffalo,New York,72513,East,PROD-00162,Office Supplies,Binders,Binders Model 333,34.74,3,0.1,6.99
ORD-00163,2018-09-13,2018-09-18,Same Day,CUST-2497,Customer 2839,Home Office,United States,San Diego,California,61097,West,PROD-00163,Office Supplies,Paper,Paper Model 434,13.65,2,0.0,3.43
ORD-00164,2018-03-08,2018-03-14,First Class,CUST-2424,Customer 1653,Consumer,United States,Springfield,Illinois,40279,Central,PROD-00164,Technology,Copiers,Copiers Model 866,951.24,1,0.0,165.03
ORD-00165,2018-03-27,2018-04-01,First Class,CUST-3996,Customer 2666,Consumer,United States,Tucson,Arizona,24404,West,PROD-00165,Office Supplies,Paper,Paper Model 438,48.61,6,0.1,19.46
ORD-00166,2018-06-22,2018-06-29,Second Class,CUST-1592,Customer 4515,Consumer,United States,Reno,Nevada,80022,West,PROD-00166,Technology,Accessories,Accessories Model 869,55.27,2,0.0,21.52
ORD-00167,2018-05-25,2018-05-26,Same Day,CUST-3182,Customer 4063,Home Office,United States,Mesa,Arizona,45198,West,PROD-00167,Furniture,Bookcases,Bookcases Model 478,373.79,3,0.2,66.02
ORD-00168,2018-04-27,2018-04-29,Standard Class,CUST-1421,Customer 2357,Corporate,United States,Allentown,Pennsylvania,59997,East,PROD-00168,Furniture,Furnishings,Furnishings Model 837,45.84,1,0.2,3.26
ORD-00169,2018-09-27,2018-09-28,Second Class,CUST-3261,Customer 3811,Consumer,United States,San Francisco,California,88692,West,PROD-00169,Office Supplies,Binders,Binders Model 105,24.59,2,0.1,6.07
ORD-00170,2018-03-16,2018-03-20,Standard Class,CUST-3948,Customer 864,Consumer,United States,Minneapolis,Minnesota,10567,Central,PROD-00170,Office Supplies,Storage,Storage Model 334,50.88,2,0.2,12.3
ORD-00171,2018-05-11,2018-05-17,Standard Class,CUST-3530,Customer 186,Corporate,United States,Montgomery,Alabama,71032,South,PROD-00171,Furniture,Tables,Tables Model 875,241.3,1,0.0,18.77
ORD-00172,2018-07-01,2018-07-03,Second Class,CUST-1348,Customer 4357,Consumer,United States,Greensboro,North Carolina,12179,South,PROD-00172,Technology,Phones,Phones Model 298,341.99,1,0.0,30.35
ORD-00173,2018-06-09,2018-06-16,Same Day,CUST-1166,Customer 1552,Home Office,United States,Virginia Beach,Virginia,12019,East,PROD-00173,Technology,Copiers,Copiers Model 801,2983.01,4,0.3,710.25
ORD-00174,2018-04-14,2018-04-15,First Class,CUST-1937,Customer 2208,Corporate,United States,Charlotte,North Carolina,91455,South,PROD-00174,Office Supplies,Binders,Binders Model 107,9.45,1,0.1,1.51
ORD-00175,2018-04-16,2018-04-23,Second Class,CUST-1348,Customer 762,Consumer,United States,Cleveland,Ohio,95239,Central,PROD-00175,Furniture,Chairs,Chairs Model 520,92.5,1,0.1,9.41
ORD-00176,2018-07-22,2018-07-25,Same Day,CUST-3897,Customer 4320,Home Office,United States,Cincinnati,Ohio,28704,Central,PROD-00176,Technology,Copiers,Copiers Model 372,1925.71,2,0.0,449.56
ORD-00177,2018-07-26,2018-07-27,Standard Class,CUST-1398,Customer 1280,Consumer,United States,Reno,Nevada,28030,West,PROD-00177,Office Supplies,Binders,Binders Model 900,53.6,4,0.0,13.34
ORD-00178,2018-06-10,2018-06-13,Second Class,CUST-1583,Customer 4276,Home Office,United States,Mesa,Arizona,79445,West,PROD-00178,Technology,Machines,Machines Model 877,610.21,1,0.1,144.22
ORD-00179,2018-04-03,2018-04-05,First Class,CUST-3774,Customer 4728,Corporate,United States,Henderson,Nevada,83551,West,PROD-00179,Technology,Copiers,Copiers Model 338,2849.85,3,0.1,374.03
ORD-00180,2018-04-17,2018-04-19,First Class,CUST-2601,Customer 3695,Corporate,United States,Buffalo,New York,13420,East,PROD-00180,Technology,Machines,Machines Model 111,524.67,1,0.0,169.46
ORD-00181,2018-05-19,2018-05-21,Standard Class,CUST-1308,Customer 3282,Consumer,United States,Paterson,New Jersey,69875,East,PROD-00181,Office Supplies,Paper,Paper Model 263,8.89,1,0.0,2.92
ORD-00182,2018-05-28,2018-06-03,Second Class,CUST-3846,Customer 1537,Home Office,United States,Allentown,Pennsylvania,57653,East,PROD-00182,Furniture,Chairs,Chairs Model 155,120.31,1,0.0,28.53
ORD-00183,2018-06-28,2018-07-01,First Class,CUST-3767,Customer 3165,Consumer,United States,Portland,Oregon,26740,West,PROD-00183,Office Supplies,Paper,Paper Model 279,27.62,4,0.2,5.8
ORD-00184,2018-05-08,2018-05-10,Second Class,CUST-3514,Customer 2771,Consumer,United States,Minneapolis,Minnesota,75263,Central,PROD-00184,Office Supplies,Paper,Paper Model 121,6.69,1,0.2,0.97
ORD-00185,2018-07-20,2018-07-24,First Class,CUST-1099,Customer 1964,Consumer,United States,Phoenix,Arizona,74559,West,PROD-00185,Technology,Phones,Phones Model 202,263.04,1,0.1,41.18
ORD-00186,2018-07-19,2018-07-24,Standard Class,CUST-2266,Customer 3846,Consumer,United States,Philadelphia,Pennsylvania,29465,East,PROD-00186,Furniture,Bookcases,Bookcases Model 339,361.97,2,0.0,93.36
ORD-00187,2018-08-31,2018-09-02,Standard Class,CUST-1158,Customer 3436,Consumer,United States,Knoxville,Tennessee,61432,South,PROD-00187,Furniture,Chairs,Chairs Model 474,330.71,4,0.3,99.64
ORD-00188,2018-05-22,2018-05-25,Second Class,CUST-3658,Customer 4711,Corporate,United States,Memphis,Tennessee,14131,South,PROD-00188,Technology,Accessories,Accessories Model 192,43.47,2,0.0,5.24
ORD-00189,2018-06-12,2018-06-13,Same Day,CUST-1554,Customer 562,Home Office,United States,Cincinnati,Ohio,20652,Central,PROD-00189,Technology,Accessories,Accessories Model 644,37.08,2,0.2,8.9
ORD-00190,2018-05-12,2018-05-14,Same Day,CUST-1651,Customer 2422,Consumer,United States,Tampa,Florida,74973,South,PROD-00190,Technology,Copiers,Copiers Model 979,989.15,1,0.1,175.98
ORD-00191,2018-04-04,2018-04-08,Standard Class,CUST-3968,Customer 4718,Corporate,United States,Henderson,Nevada,97043,West,PROD-00191,Technology,Phones,Phones Model 840,631.94,2,0.0,173.2
ORD-00192,2018-11-21,2018-11-23,First Class,CUST-3275,Customer 2136,Consumer,United States,Montgomery,Alabama,57147,South,PROD-00192,Office Supplies,Paper,Paper Model 956,21.89,3,0.2,5.1
ORD-00193,2018-08-18,2018-08-21,Same Day,CUST-3471,Customer 2062,Home Office,United States,Richmond,Virginia,57671,East,PROD-00193,Office Supplies,Appliances,Appliances Model 161,225.43,3,0.2,61.04
ORD-00194,2018-07-17,2018-07-22,Standard Class,CUST-3291,Customer 2181,Corporate,United States,Mesa,Arizona,99342,West,PROD-00194,Technology,Accessories,Accessories Model 151,53.64,2,0.0,9.83
ORD-00195,2018-05-20,2018-05-21,First Class,CUST-3578,Customer 1961,Consumer,United States,Allentown,Pennsylvania,29171,East,PROD-00195,Office Supplies,Paper,Paper Model 481,15.48,2,0.1,4.9
ORD-00196,2018-03-31,2018-04-04,First Class,CUST-2069,Customer 3880,Corporate,United States,Philadelphia,Pennsylvania,96129,East,PROD-00196,Office Supplies,Storage,Storage Model 675,38.66,1,0.0,12.29
ORD-00197,2018-08-02,2018-08-04,Same Day,CUST-2496,Customer 3280,Consumer,United States,Paterson,New Jersey,65692,East,PROD-00197,Furniture,Furnishings,Furnishings Model 630,133.77,2,0.0,34.39
ORD-00198,2018-05-11,2018-05-18,Standard Class,CUST-3419,Customer 3885,Consumer,United States,Naperville,Illinois,68541,Central,PROD-00198,Office Supplies,Paper,Paper Model 711,8.05,1,0.0,1.29
ORD-00199,2018-06-18,2018-06-21,First Class,CUST-2879,Customer 3271,Corporate,United States,Springfield,Illinois,19470,Central,PROD-00199,Technology,Accessories,Accessories Model 684,86.43,4,0.0,25.43
ORD-00200,2018-04-17,2018-04-23,First Class,CUST-3700,Customer 4688,Consumer,United States,Rochester,Minnesota,71344,Central,PROD-00200,Office Supplies,Appliances,Appliances Model 323,339.59,5,0.2,104.95
ORD-00201,2018-06-06,2018-06-10,Second Class,CUST-3737,Customer 583,Consumer,United States,Boston,Massachusetts,54308,East,PROD-00201,Furniture,Chairs,Chairs Model 281,536.16,6,0.2,45.69
ORD-00202,2018-04-20,2018-04-21,Second Class,CUST-1734,Customer 1614,Consumer,United States,Greensboro,North Carolina,60639,South,PROD-00202,Office Supplies,Binders,Binders Model 993,38.05,4,0.1,7.04
ORD-00203,2018-04-22,2018-04-26,Same Day,CUST-2951,Customer 1102,Corporate,United States,Ann Arbor,Michigan,31326,Central,PROD-00203,Furniture,Tables,Tables Model 943,693.39,3,0.1,265.65
ORD-00204,2018-06-05,2018-06-12,Second Class,CUST-1092,Customer 289,Consumer,United States,Reno,Nevada,14597,West,PROD-00204,Furniture,Tables,Tables Model 413,589.05,3,0.1,139.98
ORD-00205,2018-03-07,2018-03-11,Standard Class,CUST-3220,Customer 3860,Consumer,United States,Houston,Texas,40788,Central,PROD-00205,Office Supplies,Binders,Binders Model 478,21.31,2,0.0,2.25
ORD-00206,2018-03-09,2018-03-15,Same Day,CUST-2628,Customer 3061,Corporate,United States,Newark,New Jersey,75020,East,PROD-00206,Technology,Copiers,Copiers Model 985,3141.13,3,0.0,351.25
ORD-00207,2018-04-09,2018-04-15,Same Day,CUST-2216,Customer 2927,Corporate,United States,Eugene,Oregon,59477,West,PROD-00207,Office Supplies,Appliances,Appliances Model 989,179.15,2,0.0,43.87
ORD-00208,2018-05-07,2018-05-09,Second Class,CUST-2101,Customer 4103,Consumer,United States,Greensboro,North Carolina,43071,South,PROD-00208,Furniture,Furnishings,Furnishings Model 800,117.49,2,0.0,33.16
ORD-00209,2018-07-23,2018-07-25,First Class,CUST-2305,Customer 1184,Consumer,United States,Las Vegas,Nevada,80603,West,PROD-00209,Furniture,Bookcases,Bookcases Model 975,699.63,4,0.0,97.74
ORD-00210,2018-05-10,2018-05-14,Standard Class,CUST-2388,Customer 4336,Consumer,United States,Portland,Oregon,71923,West,PROD-00210,Office Supplies,Storage,Storage Model 144,62.44,2,0.2,13.23
ORD-00211,2018-05-19,2018-05-22,Standard Class,CUST-1179,Customer 1447,Consumer,United States,Augusta,Georgia,80560,South,PROD-00211,Office Supplies,Storage,Storage Model 771,70.8,2,0.0,25.87
ORD-00212,2018-05-03,2018-05-09,Standard Class,CUST-3286,Customer 1750,Consumer,United States,Springfield,Illinois,83251,Central,PROD-00212,Technology,Copiers,Copiers Model 389,4937.26,5,0.1,1826.0
ORD-00213,2018-06-11,2018-06-18,Same Day,CUST-3925,Customer 1904,Corporate,United States,Philadelphia,Pennsylvania,67492,East,PROD-00213,Office Supplies,Storage,Storage Model 651,33.9,1,0.1,7.9
ORD-00214,2018-04-03,2018-04-06,Standard Class,CUST-3950,Customer 3176,Corporate,United States,Allentown,Pennsylvania,41770,East,PROD-00214,Technology,Copiers,Copiers Model 361,2055.5,2,0.0,391.3
ORD-00215,2018-05-14,2018-05-16,First Class,CUST-1280,Customer 1078,Corporate,United States,Boston,Massachusetts,86762,East,PROD-00215,Office Supplies,Appliances,Appliances Model 611,397.67,5,0.0,89.22
ORD-00216,2018-06-17,2018-06-22,First Class,CUST-2043,Customer 2378,Consumer,United States,Rochester,Minnesota,45399,Central,PROD-00216,Office Supplies,Storage,Storage Model 228,100.59,3,0.1,13.55
ORD-00217,2018-06-05,2018-06-07,Second Class,CUST-2619,Customer 848,Corporate,United States,Salem,Oregon,88948,West,PROD-00217,Office Supplies,Binders,Binders Model 738,23.2,2,0.0,7.1
ORD-00218,2018-05-21,2018-05-27,Standard Class,CUST-3788,Customer 2877,Consumer,United States,Jersey City,New Jersey,67439,East,PROD-00218,Technology,Copiers,Copiers Model 891,705.11,1,0.3,195.47
ORD-00219,2018-05-22,2018-05-25,Same Day,CUST-1371,Customer 1240,Home Office,United States,Tampa,Florida,54415,South,PROD-00219,Office Supplies,Storage,Storage Model 540,59.71,2,0.0,19.35
ORD-00220,2018-06-24,2018-06-28,Second Class,CUST-2801,Customer 1333,Corporate,United States,Spokane,Washington,22569,West,PROD-00220,Office Supplies,Appliances,Appliances Model 452,336.17,4,0.0,97.01
ORD-00221,2018-11-28,2018-11-29,First Class,CUST-3918,Customer 3507,Consumer,United States,Paterson,New Jersey,12369,East,PROD-00221,Office Supplies,Appliances,Appliances Model 642,268.19,3,0.1,48.52
ORD-00222,2018-04-06,2018-04-10,Standard Class,CUST-2704,Customer 2380,Corporate,United States,Los Angeles,California,10528,West,PROD-00222,Furniture,Bookcases,Bookcases Model 942,269.17,2,0.3,23.17
ORD-00223,2018-12-02,2018-12-05,First Class,CUST-3269,Customer 4792,Consumer,United States,Minneapolis,Minnesota,40314,Central,PROD-00223,Office Supplies,Appliances,Appliances Model 504,62.47,1,0.3,18.37
ORD-00224,2018-04-04,2018-04-08,Second Class,CUST-3968,Customer 4123,Corporate,United States,Allentown,Pennsylvania,28047,East,PROD-00224,Furniture,Tables,Tables Model 396,171.49,1,0.2,31.11
ORD-00225,2018-02-12,2018-02-14,First Class,CUST-1304,Customer 3238,Consumer,United States,Paterson,New Jersey,29748,East,PROD-00225,Office Supplies,Appliances,Appliances Model 714,403.38,5,0.2,17.66
ORD-00226,2018-04-19,2018-04-24,Standard Class,CUST-2349,Customer 2366,Consumer,United States,Charlotte,North Carolina,45109,South,PROD-00226,Office Supplies,Appliances,Appliances Model 423,199.87,2,0.0,14.85
ORD-00227,2018-06-13,2018-06-19,Standard Class,CUST-2461,Customer 2413,Home Office,United States,Mesa,Arizona,23919,West,PROD-00227,Office Supplies,Appliances,Appliances Model 554,195.81,3,0.2,60.45
ORD-00228,2018-10-28,2018-10-30,Second Class,CUST-3486,Customer 3175,Consumer,United States,Reno,Nevada,57498,West,PROD-00228,Technology,Machines,Machines Model 109,617.64,1,0.1,139.28
ORD-00229,2018-03-31,2018-04-01,Standard Class,CUST-2194,Customer 373,Corporate,United States,San Francisco,California,65808,West,PROD-00229,Technology,Phones,Phones Model 151,884.36,3,0.0,188.92
ORD-00230,2018-06-24,2018-06-25,First Class,CUST-3423,Customer 1950,Consumer,United States,Jersey City,New Jersey,90792,East,PROD-00230,Technology,Phones,Phones Model 977,1391.42,5,0.0,192.7
ORD-00231,2018-03-12,2018-03-16,First Class,CUST-3429,Customer 245,Corporate,United States,Cambridge,Massachusetts,80441,East,PROD-00231,Furniture,Chairs,Chairs Model 252,271.27,3,0.3,30.77
ORD-00232,2018-10-23,2018-10-27,Same Day,CUST-3062,Customer 1841,Corporate,United States,Reno,Nevada,84420,West,PROD-00232,Furniture,Bookcases,Bookcases Model 760,157.3,1,0.1,18.97
ORD-00233,2018-08-20,2018-08-23,Same Day,CUST-3791,Customer 3428,Consumer,United States,Allentown,Pennsylvania,38906,East,PROD-00233,Office Supplies,Storage,Storage Model 567,106.89,3,0.0,19.29
ORD-00234,2018-04-22,2018-04-24,Same Day,CUST-1669,Customer 125,Consumer,United States,Allentown,Pennsylvania,81486,East,PROD-00234,Office Supplies,Paper,Paper Model 849,31.54,4,0.0,9.05
ORD-00235,2018-02-25,2018-02-28,First Class,CUST-1500,Customer 4633,Consumer,United States,Memphis,Tennessee,76896,South,PROD-00235,Office Supplies,Binders,Binders Model 572,27.02,2,0.0,4.47
ORD-00236,2018-09-05,2018-09-09,First Class,CUST-2415,Customer 2754,Consumer,United States,Knoxville,Tennessee,31946,South,PROD-00236,Furniture,Bookcases,Bookcases Model 761,604.01,4,0.2,188.67
ORD-00237,2018-05-13,2018-05-16,Second Class,CUST-2573,Customer 1920,Consumer,United States,Ann Arbor,Michigan,57020,Central,PROD-00237,Office Supplies,Appliances,Appliances Model 510,262.73,3,0.0,14.91
ORD-00238,2018-08-25,2018-09-01,Same Day,CUST-3613,Customer 1636,Corporate,United States,Orlando,Florida,84266,South,PROD-00238,Furniture,Furnishings,Furnishings Model 468,229.65,4,0.0,62.13
ORD-00239,2018-05-21,2018-05-22,First Class,CUST-1530,Customer 1426,Home Office,United States,Norfolk,Virginia,32161,East,PROD-00239,Technology,Phones,Phones Model 576,967.23,3,0.0,74.28
ORD-00240,2018-05-24,2018-05-28,Second Class,CUST-3007,Customer 1541,Home Office,United States,Tampa,Florida,37738,South,PROD-00240,Furniture,Tables,Tables Model 547,280.14,1,0.0,71.01
ORD-00241,2018-04-23,2018-04-26,First Class,CUST-3540,Customer 531,Corporate,United States,Norfolk,Virginia,13925,East,PROD-00241,Office Supplies,Paper,Paper Model 553,17.47,2,0.0,1.27
ORD-00242,2018-07-04,2018-07-07,Second Class,CUST-2220,Customer 4350,Corporate,United States,Orlando,Florida,18463,South,PROD-00242,Furniture,Furnishings,Furnishings Model 348,60.47,1,0.1,5.48
ORD-00243,2018-05-28,2018-06-02,Same Day,CUST-1755,Customer 3104,Corporate,United States,Mobile,Alabama,67153,South,PROD-00243,Office Supplies,Paper,Paper Model 699,36.97,5,0.0,3.25
ORD-00244,2018-06-26,2018-06-30,Same Day,CUST-3348,Customer 4757,Consumer,United States,Columbus,Ohio,92948,Central,PROD-00244,Office Supplies,Binders,Binders Model 969,49.3,4,0.0,5.01
ORD-00245,2018-03-04,2018-03-11,Same Day,CUST-1815,Customer 1802,Home Office,United States,Charlotte,North Carolina,71009,South,PROD-00245,Technology,Machines,Machines Model 647,1749.44,3,0.0,418.6
ORD-00246,2018-08-29,2018-08-30,First Class,CUST-3595,Customer 1037,Corporate,United States,Dallas,Texas,97938,Central,PROD-00246,Technology,Copiers,Copiers Model 554,1871.5,2,0.0,315.64
ORD-00247,2018-09-24,2018-09-25,First Class,CUST-1727,Customer 3729,Consumer,United States,Boston,Massachusetts,51552,East,PROD-00247,Office Supplies,Storage,Storage Model 413,34.08,1,0.0,8.59
ORD-00248,2018-05-28,2018-06-02,Second Class,CUST-1731,Customer 4012,Consumer,United States,Eugene,Oregon,66271,West,PROD-00248,Technology,Accessories,Accessories Model 877,87.08,4,0.0,18.3
ORD-00249,2018-11-17,2018-11-21,Standard Class,CUST-1828,Customer 3464,Consumer,United States,Columbus,Ohio,19797,Central,PROD-00249,Technology,Machines,Machines Model 422,1063.74,2,0.1,305.95
ORD-00250,2018-10-15,2018-10-17,Standard Class,CUST-3650,Customer 1143,Consumer,United States,New York City,New York,96130,East,PROD-00250,Technology,Machines,Machines Model 521,526.29,1,0.0,73.94
ORD-00251,2018-07-06,2018-07-07,Same Day,CUST-2332,Customer 1756,Home Office,United States,Detroit,Michigan,81942,Central,PROD-00251,Technology,Copiers,Copiers Model 471,2533.71,3,0.2,222.51
ORD-00252,2018-09-06,2018-09-07,Standard Class,CUST-3047,Customer 4841,Consumer,United States,Savannah,Georgia,23965,South,PROD-00252,Furniture,Furnishings,Furnishings Model 938,58.36,1,0.0,13.28
ORD-00253,2018-08-09,2018-08-15,Same Day,CUST-3816,Customer 1630,Consumer,United States,Jersey City,New Jersey,23733,East,PROD-00253,Office Supplies,Appliances,Appliances Model 868,170.31,2,0.0,24.33
ORD-00254,2018-02-24,2018-02-26,Second Class,CUST-1875,Customer 763,Home Office,United States,Rochester,Minnesota,63223,Central,PROD-00254,Furniture,Furnishings,Furnishings Model 423,131.1,2,0.0,34.92
ORD-00255,2018-05-04,2018-05-06,Standard Class,CUST-3985,Customer 4890,Consumer,United States,Orlando,Florida,36926,South,PROD-00255,Furniture,Tables,Tables Model 964,213.66,1,0.1,17.4
ORD-00256,2018-07-11,2018-07-13,Standard Class,CUST-3179,Customer 4840,Consumer,United States,Atlanta,Georgia,38783,South,PROD-00256,Technology,Machines,Machines Model 410,3006.46,6,0.2,212.73
ORD-00257,2018-10-02,2018-10-05,Same Day,CUST-3004,Customer 3958,Consumer,United States,Miami,Florida,93360,South,PROD-00257,Office Supplies,Binders,Binders Model 435,11.96,1,0.1,1.54
ORD-00258,2018-03-10,2018-03-11,Second Class,CUST-2678,Customer 558,Corporate,United States,Tucson,Arizona,46394,West,PROD-00258,Technology,Accessories,Accessories Model 640,18.57,1,0.2,4.13
ORD-00259,2018-02-26,2018-03-01,Standard Class,CUST-1608,Customer 4622,Home Office,United States,Raleigh,North Carolina,74796,South,PROD-00259,Technology,Machines,Machines Model 486,634.94,1,0.0,96.64
ORD-00260,2018-05-17,2018-05-18,Standard Class,CUST-3074,Customer 840,Consumer,United States,Dallas,Texas,38287,Central,PROD-00260,Technology,Machines,Machines Model 961,1883.13,4,0.1,232.57
ORD-00261,2018-02-14,2018-02-20,Standard Class,CUST-2478,Customer 3,Home Office,United States,Paterson,New Jersey,92104,East,PROD-00261,Technology,Phones,Phones Model 352,561.1,2,0.0,140.76
ORD-00262,2018-05-15,2018-05-17,Second Class,CUST-1635,Customer 1052,Consumer,United States,Portland,Oregon,40436,West,PROD-00262,Furniture,Tables,Tables Model 407,819.49,3,0.0,199.21
ORD-00263,2018-06-15,2018-06-18,Second Class,CUST-2210,Customer 1405,Home Office,United States,Cincinnati,Ohio,96916,Central,PROD-00263,Furniture,Bookcases,Bookcases Model 439,165.27,1,0.0,56.5
ORD-00264,2018-03-29,2018-04-04,Standard Class,CUST-1484,Customer 157,Corporate,United States,Rochester,New York,83567,East,PROD-00264,Office Supplies,Storage,Storage Model 204,31.93,1,0.1,8.6
ORD-00265,2018-05-16,2018-05-20,Same Day,CUST-3728,Customer 1938,Corporate,United States,Minneapolis,Minnesota,97483,Central,PROD-00265,Furniture,Tables,Tables Model 745,490.8,2,0.0,35.22
ORD-00266,2018-07-31,2018-08-03,Same Day,CUST-2075,Customer 511,Consumer,United States,Columbus,Ohio,13188,Central,PROD-00266,Furniture,Furnishings,Furnishings Model 996,210.43,4,0.0,22.99
ORD-00267,2018-04-19,2018-04-21,Standard Class,CUST-2915,Customer 3405,Home Office,United States,Virginia Beach,Virginia,16765,East,PROD-00267,Office Supplies,Appliances,Appliances Model 291,321.42,4,0.2,71.62
